,time,price,time_converted
126,1625436047,14707.5,2021-07-04 18:00:47
127,1625436049,14707.5,2021-07-04 18:00:49
128,1625436052,14708.0,2021-07-04 18:00:52
129,1625436055,14708.0,2021-07-04 18:00:55
130,1625436055,14708.0,2021-07-04 18:00:55
131,1625436055,14707.5,2021-07-04 18:00:55
132,1625436055,14707.75,2021-07-04 18:00:55
133,1625436057,14707.0,2021-07-04 18:00:57
134,1625436059,14707.5,2021-07-04 18:00:59
135,1625436060,14707.75,2021-07-04 18:01:00
136,1625436060,14708.0,2021-07-04 18:01:00
137,1625436060,14708.0,2021-07-04 18:01:00
138,1625436060,14708.0,2021-07-04 18:01:00
139,1625436060,14708.25,2021-07-04 18:01:00
140,1625436060,14708.5,2021-07-04 18:01:00
141,1625436060,14708.0,2021-07-04 18:01:00
142,1625436060,14708.75,2021-07-04 18:01:00
143,1625436060,14709.0,2021-07-04 18:01:00
144,1625436060,14709.0,2021-07-04 18:01:00
145,1625436061,14708.5,2021-07-04 18:01:01
146,1625436061,14708.5,2021-07-04 18:01:01
147,1625436061,14708.25,2021-07-04 18:01:01
148,1625436061,14708.0,2021-07-04 18:01:01
149,1625436061,14708.5,2021-07-04 18:01:01
150,1625436063,14709.25,2021-07-04 18:01:03
151,1625436063,14709.25,2021-07-04 18:01:03
152,1625436063,14709.5,2021-07-04 18:01:03
153,1625436063,14709.5,2021-07-04 18:01:03
154,1625436064,14709.5,2021-07-04 18:01:04
155,1625436064,14709.75,2021-07-04 18:01:04
156,1625436064,14710.0,2021-07-04 18:01:04
157,1625436064,14710.0,2021-07-04 18:01:04
158,1625436064,14710.5,2021-07-04 18:01:04
159,1625436064,14711.0,2021-07-04 18:01:04
160,1625436064,14711.0,2021-07-04 18:01:04
161,1625436064,14711.25,2021-07-04 18:01:04
162,1625436064,14711.25,2021-07-04 18:01:04
163,1625436064,14711.25,2021-07-04 18:01:04
164,1625436064,14711.75,2021-07-04 18:01:04
165,1625436064,14711.0,2021-07-04 18:01:04
166,1625436064,14710.75,2021-07-04 18:01:04
167,1625436064,14710.75,2021-07-04 18:01:04
168,1625436064,14710.75,2021-07-04 18:01:04
169,1625436065,14711.0,2021-07-04 18:01:05
170,1625436065,14711.25,2021-07-04 18:01:05
171,1625436066,14711.75,2021-07-04 18:01:06
172,1625436066,14711.75,2021-07-04 18:01:06
173,1625436068,14711.25,2021-07-04 18:01:08
174,1625436068,14711.0,2021-07-04 18:01:08
175,1625436068,14711.0,2021-07-04 18:01:08
176,1625436069,14710.25,2021-07-04 18:01:09
177,1625436069,14710.75,2021-07-04 18:01:09
178,1625436069,14711.75,2021-07-04 18:01:09
179,1625436069,14712.0,2021-07-04 18:01:09
180,1625436070,14711.0,2021-07-04 18:01:10
181,1625436070,14712.0,2021-07-04 18:01:10
182,1625436070,14712.0,2021-07-04 18:01:10
183,1625436070,14712.0,2021-07-04 18:01:10
184,1625436071,14712.25,2021-07-04 18:01:11
185,1625436071,14712.5,2021-07-04 18:01:11
186,1625436071,14713.0,2021-07-04 18:01:11
187,1625436073,14713.0,2021-07-04 18:01:13
188,1625436074,14712.25,2021-07-04 18:01:14
189,1625436074,14712.0,2021-07-04 18:01:14
190,1625436074,14712.0,2021-07-04 18:01:14
191,1625436074,14712.0,2021-07-04 18:01:14
192,1625436074,14711.5,2021-07-04 18:01:14
193,1625436074,14711.5,2021-07-04 18:01:14
194,1625436074,14711.5,2021-07-04 18:01:14
195,1625436074,14711.5,2021-07-04 18:01:14
196,1625436074,14711.25,2021-07-04 18:01:14
197,1625436074,14711.5,2021-07-04 18:01:14
198,1625436075,14710.25,2021-07-04 18:01:15
199,1625436075,14710.0,2021-07-04 18:01:15
200,1625436076,14710.5,2021-07-04 18:01:16
201,1625436076,14711.5,2021-07-04 18:01:16
202,1625436078,14710.75,2021-07-04 18:01:18
203,1625436078,14710.5,2021-07-04 18:01:18
204,1625436078,14711.0,2021-07-04 18:01:18
205,1625436079,14711.0,2021-07-04 18:01:19
206,1625436079,14711.0,2021-07-04 18:01:19
207,1625436079,14711.5,2021-07-04 18:01:19
208,1625436080,14710.5,2021-07-04 18:01:20
209,1625436080,14710.5,2021-07-04 18:01:20
210,1625436081,14711.75,2021-07-04 18:01:21
211,1625436082,14712.0,2021-07-04 18:01:22
212,1625436084,14711.5,2021-07-04 18:01:24
213,1625436084,14711.25,2021-07-04 18:01:24
214,1625436085,14711.75,2021-07-04 18:01:25
215,1625436089,14711.5,2021-07-04 18:01:29
216,1625436089,14712.0,2021-07-04 18:01:29
217,1625436091,14710.75,2021-07-04 18:01:31
218,1625436091,14711.0,2021-07-04 18:01:31
219,1625436091,14711.25,2021-07-04 18:01:31
220,1625436093,14711.0,2021-07-04 18:01:33
221,1625436093,14711.25,2021-07-04 18:01:33
222,1625436093,14711.25,2021-07-04 18:01:33
223,1625436095,14711.5,2021-07-04 18:01:35
224,1625436095,14711.25,2021-07-04 18:01:35
225,1625436095,14711.25,2021-07-04 18:01:35
226,1625436095,14711.25,2021-07-04 18:01:35
227,1625436095,14711.25,2021-07-04 18:01:35
228,1625436095,14711.5,2021-07-04 18:01:35
229,1625436100,14710.75,2021-07-04 18:01:40
230,1625436100,14710.25,2021-07-04 18:01:40
231,1625436100,14710.75,2021-07-04 18:01:40
232,1625436101,14711.0,2021-07-04 18:01:41
233,1625436103,14711.5,2021-07-04 18:01:43
234,1625436103,14711.75,2021-07-04 18:01:43
235,1625436103,14711.0,2021-07-04 18:01:43
236,1625436104,14711.25,2021-07-04 18:01:44
237,1625436106,14711.75,2021-07-04 18:01:46
238,1625436106,14711.75,2021-07-04 18:01:46
239,1625436106,14712.0,2021-07-04 18:01:46
240,1625436106,14712.0,2021-07-04 18:01:46
241,1625436106,14712.0,2021-07-04 18:01:46
242,1625436106,14712.0,2021-07-04 18:01:46
243,1625436106,14711.25,2021-07-04 18:01:46
244,1625436106,14711.5,2021-07-04 18:01:46
245,1625436106,14711.75,2021-07-04 18:01:46
246,1625436107,14712.0,2021-07-04 18:01:47
247,1625436107,14712.0,2021-07-04 18:01:47
248,1625436107,14712.0,2021-07-04 18:01:47
249,1625436107,14712.0,2021-07-04 18:01:47
250,1625436107,14712.0,2021-07-04 18:01:47
251,1625436107,14712.0,2021-07-04 18:01:47
252,1625436107,14712.0,2021-07-04 18:01:47
253,1625436107,14712.0,2021-07-04 18:01:47
254,1625436107,14711.75,2021-07-04 18:01:47
255,1625436108,14712.0,2021-07-04 18:01:48
256,1625436108,14712.0,2021-07-04 18:01:48
257,1625436109,14711.5,2021-07-04 18:01:49
258,1625436109,14711.25,2021-07-04 18:01:49
259,1625436109,14711.0,2021-07-04 18:01:49
260,1625436109,14710.75,2021-07-04 18:01:49
261,1625436109,14710.5,2021-07-04 18:01:49
262,1625436109,14710.25,2021-07-04 18:01:49
263,1625436109,14710.5,2021-07-04 18:01:49
264,1625436109,14710.75,2021-07-04 18:01:49
265,1625436112,14710.75,2021-07-04 18:01:52
266,1625436114,14710.0,2021-07-04 18:01:54
267,1625436114,14709.75,2021-07-04 18:01:54
268,1625436114,14709.5,2021-07-04 18:01:54
269,1625436114,14709.5,2021-07-04 18:01:54
270,1625436115,14709.25,2021-07-04 18:01:55
271,1625436115,14709.5,2021-07-04 18:01:55
272,1625436115,14709.75,2021-07-04 18:01:55
273,1625436116,14709.0,2021-07-04 18:01:56
274,1625436116,14709.0,2021-07-04 18:01:56
275,1625436116,14708.75,2021-07-04 18:01:56
276,1625436116,14708.75,2021-07-04 18:01:56
277,1625436117,14709.0,2021-07-04 18:01:57
278,1625436119,14709.25,2021-07-04 18:01:59
279,1625436121,14709.75,2021-07-04 18:02:01
280,1625436126,14709.5,2021-07-04 18:02:06
281,1625436126,14709.25,2021-07-04 18:02:06
282,1625436130,14709.5,2021-07-04 18:02:10
283,1625436130,14709.0,2021-07-04 18:02:10
284,1625436134,14709.0,2021-07-04 18:02:14
285,1625436135,14708.5,2021-07-04 18:02:15
286,1625436135,14708.25,2021-07-04 18:02:15
287,1625436135,14708.0,2021-07-04 18:02:15
288,1625436135,14708.0,2021-07-04 18:02:15
289,1625436135,14708.0,2021-07-04 18:02:15
290,1625436135,14708.0,2021-07-04 18:02:15
291,1625436135,14708.75,2021-07-04 18:02:15
292,1625436136,14708.75,2021-07-04 18:02:16
293,1625436137,14708.75,2021-07-04 18:02:17
294,1625436147,14708.75,2021-07-04 18:02:27
295,1625436151,14708.5,2021-07-04 18:02:31
296,1625436151,14709.0,2021-07-04 18:02:31
297,1625436151,14709.0,2021-07-04 18:02:31
298,1625436151,14709.0,2021-07-04 18:02:31
299,1625436152,14708.75,2021-07-04 18:02:32
300,1625436154,14708.5,2021-07-04 18:02:34
301,1625436154,14708.25,2021-07-04 18:02:34
302,1625436158,14709.0,2021-07-04 18:02:38
303,1625436171,14708.25,2021-07-04 18:02:51
304,1625436173,14708.25,2021-07-04 18:02:53
305,1625436173,14708.0,2021-07-04 18:02:53
306,1625436173,14708.0,2021-07-04 18:02:53
307,1625436178,14708.0,2021-07-04 18:02:58
308,1625436178,14707.25,2021-07-04 18:02:58
309,1625436178,14707.0,2021-07-04 18:02:58
310,1625436178,14706.75,2021-07-04 18:02:58
311,1625436178,14706.5,2021-07-04 18:02:58
312,1625436178,14706.25,2021-07-04 18:02:58
313,1625436179,14706.0,2021-07-04 18:02:59
314,1625436179,14705.75,2021-07-04 18:02:59
315,1625436179,14705.75,2021-07-04 18:02:59
316,1625436179,14705.75,2021-07-04 18:02:59
317,1625436182,14705.75,2021-07-04 18:03:02
318,1625436183,14706.25,2021-07-04 18:03:03
319,1625436183,14705.75,2021-07-04 18:03:03
320,1625436190,14706.25,2021-07-04 18:03:10
321,1625436191,14706.0,2021-07-04 18:03:11
322,1625436192,14706.5,2021-07-04 18:03:12
323,1625436194,14706.0,2021-07-04 18:03:14
324,1625436196,14705.75,2021-07-04 18:03:16
325,1625436197,14706.25,2021-07-04 18:03:17
326,1625436199,14706.25,2021-07-04 18:03:19
327,1625436199,14706.25,2021-07-04 18:03:19
328,1625436200,14706.5,2021-07-04 18:03:20
329,1625436200,14706.75,2021-07-04 18:03:20
330,1625436200,14706.75,2021-07-04 18:03:20
331,1625436200,14706.75,2021-07-04 18:03:20
332,1625436201,14706.5,2021-07-04 18:03:21
333,1625436202,14706.5,2021-07-04 18:03:22
334,1625436203,14706.75,2021-07-04 18:03:23
335,1625436208,14707.0,2021-07-04 18:03:28
336,1625436208,14707.0,2021-07-04 18:03:28
337,1625436208,14707.25,2021-07-04 18:03:28
338,1625436210,14707.0,2021-07-04 18:03:30
339,1625436215,14706.5,2021-07-04 18:03:35
340,1625436219,14706.0,2021-07-04 18:03:39
341,1625436219,14706.0,2021-07-04 18:03:39
342,1625436223,14706.75,2021-07-04 18:03:43
343,1625436229,14707.5,2021-07-04 18:03:49
344,1625436229,14707.0,2021-07-04 18:03:49
345,1625436229,14707.5,2021-07-04 18:03:49
346,1625436236,14707.5,2021-07-04 18:03:56
347,1625436236,14707.5,2021-07-04 18:03:56
348,1625436239,14707.5,2021-07-04 18:03:59
349,1625436243,14707.25,2021-07-04 18:04:03
350,1625436244,14707.25,2021-07-04 18:04:04
351,1625436246,14707.25,2021-07-04 18:04:06
352,1625436247,14707.5,2021-07-04 18:04:07
353,1625436249,14707.5,2021-07-04 18:04:09
354,1625436249,14707.5,2021-07-04 18:04:09
355,1625436250,14707.75,2021-07-04 18:04:10
356,1625436250,14708.0,2021-07-04 18:04:10
357,1625436250,14708.0,2021-07-04 18:04:10
358,1625436253,14708.75,2021-07-04 18:04:13
359,1625436254,14708.75,2021-07-04 18:04:14
360,1625436255,14708.75,2021-07-04 18:04:15
361,1625436256,14709.0,2021-07-04 18:04:16
362,1625436256,14708.5,2021-07-04 18:04:16
363,1625436257,14708.5,2021-07-04 18:04:17
364,1625436257,14708.75,2021-07-04 18:04:17
365,1625436257,14709.0,2021-07-04 18:04:17
366,1625436264,14708.25,2021-07-04 18:04:24
367,1625436265,14708.75,2021-07-04 18:04:25
368,1625436265,14708.5,2021-07-04 18:04:25
369,1625436265,14708.25,2021-07-04 18:04:25
370,1625436266,14708.5,2021-07-04 18:04:26
371,1625436266,14708.75,2021-07-04 18:04:26
372,1625436266,14709.0,2021-07-04 18:04:26
373,1625436268,14709.25,2021-07-04 18:04:28
374,1625436268,14709.5,2021-07-04 18:04:28
375,1625436268,14709.75,2021-07-04 18:04:28
376,1625436272,14709.75,2021-07-04 18:04:32
377,1625436272,14709.5,2021-07-04 18:04:32
378,1625436274,14709.0,2021-07-04 18:04:34
379,1625436276,14709.5,2021-07-04 18:04:36
380,1625436276,14709.75,2021-07-04 18:04:36
381,1625436277,14709.75,2021-07-04 18:04:37
382,1625436277,14709.75,2021-07-04 18:04:37
383,1625436277,14709.75,2021-07-04 18:04:37
384,1625436279,14709.25,2021-07-04 18:04:39
385,1625436279,14709.75,2021-07-04 18:04:39
386,1625436282,14709.75,2021-07-04 18:04:42
387,1625436282,14710.0,2021-07-04 18:04:42
388,1625436282,14710.0,2021-07-04 18:04:42
389,1625436282,14710.0,2021-07-04 18:04:42
390,1625436282,14710.0,2021-07-04 18:04:42
391,1625436284,14710.0,2021-07-04 18:04:44
392,1625436293,14709.5,2021-07-04 18:04:53
393,1625436293,14709.5,2021-07-04 18:04:53
394,1625436295,14709.5,2021-07-04 18:04:55
395,1625436296,14710.0,2021-07-04 18:04:56
396,1625436296,14710.0,2021-07-04 18:04:56
397,1625436296,14710.0,2021-07-04 18:04:56
398,1625436296,14710.5,2021-07-04 18:04:56
399,1625436297,14710.25,2021-07-04 18:04:57
400,1625436297,14710.5,2021-07-04 18:04:57
401,1625436300,14711.0,2021-07-04 18:05:00
402,1625436300,14711.25,2021-07-04 18:05:00
403,1625436300,14711.25,2021-07-04 18:05:00
404,1625436300,14711.25,2021-07-04 18:05:00
405,1625436300,14711.0,2021-07-04 18:05:00
406,1625436302,14710.75,2021-07-04 18:05:02
407,1625436305,14710.75,2021-07-04 18:05:05
408,1625436306,14711.25,2021-07-04 18:05:06
409,1625436308,14711.25,2021-07-04 18:05:08
410,1625436311,14711.5,2021-07-04 18:05:11
411,1625436312,14711.75,2021-07-04 18:05:12
412,1625436312,14711.75,2021-07-04 18:05:12
413,1625436312,14712.0,2021-07-04 18:05:12
414,1625436312,14712.0,2021-07-04 18:05:12
415,1625436313,14711.75,2021-07-04 18:05:13
416,1625436313,14711.5,2021-07-04 18:05:13
417,1625436313,14711.75,2021-07-04 18:05:13
418,1625436317,14711.75,2021-07-04 18:05:17
419,1625436319,14712.0,2021-07-04 18:05:19
420,1625436319,14712.0,2021-07-04 18:05:19
421,1625436319,14712.0,2021-07-04 18:05:19
422,1625436319,14712.0,2021-07-04 18:05:19
423,1625436319,14712.5,2021-07-04 18:05:19
424,1625436320,14712.75,2021-07-04 18:05:20
425,1625436320,14712.75,2021-07-04 18:05:20
426,1625436320,14712.75,2021-07-04 18:05:20
427,1625436320,14712.5,2021-07-04 18:05:20
428,1625436320,14712.75,2021-07-04 18:05:20
429,1625436320,14712.75,2021-07-04 18:05:20
430,1625436324,14713.25,2021-07-04 18:05:24
431,1625436325,14713.5,2021-07-04 18:05:25
432,1625436325,14713.25,2021-07-04 18:05:25
433,1625436325,14713.25,2021-07-04 18:05:25
434,1625436326,14713.0,2021-07-04 18:05:26
435,1625436326,14713.5,2021-07-04 18:05:26
436,1625436326,14713.75,2021-07-04 18:05:26
437,1625436328,14713.75,2021-07-04 18:05:28
438,1625436328,14713.75,2021-07-04 18:05:28
439,1625436330,14713.25,2021-07-04 18:05:30
440,1625436330,14713.75,2021-07-04 18:05:30
441,1625436330,14713.5,2021-07-04 18:05:30
442,1625436330,14713.5,2021-07-04 18:05:30
443,1625436331,14713.5,2021-07-04 18:05:31
444,1625436331,14713.75,2021-07-04 18:05:31
445,1625436331,14714.0,2021-07-04 18:05:31
446,1625436332,14714.0,2021-07-04 18:05:32
447,1625436332,14714.0,2021-07-04 18:05:32
448,1625436337,14713.5,2021-07-04 18:05:37
449,1625436339,14713.5,2021-07-04 18:05:39
450,1625436339,14713.5,2021-07-04 18:05:39
451,1625436339,14713.25,2021-07-04 18:05:39
452,1625436339,14713.25,2021-07-04 18:05:39
453,1625436340,14713.25,2021-07-04 18:05:40
454,1625436341,14713.75,2021-07-04 18:05:41
455,1625436341,14714.0,2021-07-04 18:05:41
456,1625436342,14713.75,2021-07-04 18:05:42
457,1625436342,14713.5,2021-07-04 18:05:42
458,1625436343,14713.5,2021-07-04 18:05:43
459,1625436343,14713.5,2021-07-04 18:05:43
460,1625436343,14713.5,2021-07-04 18:05:43
461,1625436343,14713.25,2021-07-04 18:05:43
462,1625436343,14713.0,2021-07-04 18:05:43
463,1625436343,14713.25,2021-07-04 18:05:43
464,1625436343,14713.5,2021-07-04 18:05:43
465,1625436343,14713.75,2021-07-04 18:05:43
466,1625436345,14713.5,2021-07-04 18:05:45
467,1625436345,14713.25,2021-07-04 18:05:45
468,1625436353,14713.0,2021-07-04 18:05:53
469,1625436353,14713.0,2021-07-04 18:05:53
470,1625436353,14712.75,2021-07-04 18:05:53
471,1625436353,14712.5,2021-07-04 18:05:53
472,1625436353,14712.5,2021-07-04 18:05:53
473,1625436353,14713.0,2021-07-04 18:05:53
474,1625436354,14713.0,2021-07-04 18:05:54
475,1625436354,14712.5,2021-07-04 18:05:54
476,1625436356,14712.25,2021-07-04 18:05:56
477,1625436365,14712.0,2021-07-04 18:06:05
478,1625436365,14711.75,2021-07-04 18:06:05
479,1625436365,14711.5,2021-07-04 18:06:05
480,1625436365,14711.5,2021-07-04 18:06:05
481,1625436365,14711.5,2021-07-04 18:06:05
482,1625436365,14711.25,2021-07-04 18:06:05
483,1625436365,14711.0,2021-07-04 18:06:05
484,1625436365,14710.5,2021-07-04 18:06:05
485,1625436366,14710.25,2021-07-04 18:06:06
486,1625436367,14710.0,2021-07-04 18:06:07
487,1625436368,14710.5,2021-07-04 18:06:08
488,1625436370,14710.5,2021-07-04 18:06:10
489,1625436375,14711.0,2021-07-04 18:06:15
490,1625436377,14710.75,2021-07-04 18:06:17
491,1625436385,14710.75,2021-07-04 18:06:25
492,1625436385,14710.75,2021-07-04 18:06:25
493,1625436392,14710.75,2021-07-04 18:06:32
494,1625436392,14711.0,2021-07-04 18:06:32
495,1625436392,14711.0,2021-07-04 18:06:32
496,1625436393,14711.0,2021-07-04 18:06:33
497,1625436394,14711.25,2021-07-04 18:06:34
498,1625436400,14711.5,2021-07-04 18:06:40
499,1625436400,14711.25,2021-07-04 18:06:40
500,1625436401,14711.75,2021-07-04 18:06:41
501,1625436404,14712.0,2021-07-04 18:06:44
502,1625436405,14712.0,2021-07-04 18:06:45
503,1625436405,14712.0,2021-07-04 18:06:45
504,1625436407,14712.25,2021-07-04 18:06:47
505,1625436407,14712.25,2021-07-04 18:06:47
506,1625436407,14712.5,2021-07-04 18:06:47
507,1625436412,14712.5,2021-07-04 18:06:52
508,1625436412,14712.25,2021-07-04 18:06:52
509,1625436412,14712.25,2021-07-04 18:06:52
510,1625436412,14712.25,2021-07-04 18:06:52
511,1625436413,14712.25,2021-07-04 18:06:53
512,1625436425,14712.25,2021-07-04 18:07:05
513,1625436425,14712.0,2021-07-04 18:07:05
514,1625436425,14712.0,2021-07-04 18:07:05
515,1625436428,14712.5,2021-07-04 18:07:08
516,1625436438,14713.0,2021-07-04 18:07:18
517,1625436443,14713.5,2021-07-04 18:07:23
518,1625436444,14713.75,2021-07-04 18:07:24
519,1625436445,14714.0,2021-07-04 18:07:25
520,1625436445,14714.0,2021-07-04 18:07:25
521,1625436445,14714.0,2021-07-04 18:07:25
522,1625436449,14714.25,2021-07-04 18:07:29
523,1625436449,14714.25,2021-07-04 18:07:29
524,1625436449,14714.25,2021-07-04 18:07:29
525,1625436450,14714.5,2021-07-04 18:07:30
526,1625436450,14714.75,2021-07-04 18:07:30
527,1625436450,14715.0,2021-07-04 18:07:30
528,1625436450,14715.0,2021-07-04 18:07:30
529,1625436450,14715.0,2021-07-04 18:07:30
530,1625436450,14715.0,2021-07-04 18:07:30
531,1625436453,14714.5,2021-07-04 18:07:33
532,1625436453,14714.75,2021-07-04 18:07:33
533,1625436453,14714.75,2021-07-04 18:07:33
534,1625436454,14714.25,2021-07-04 18:07:34
535,1625436458,14714.5,2021-07-04 18:07:38
536,1625436459,14715.0,2021-07-04 18:07:39
537,1625436459,14715.25,2021-07-04 18:07:39
538,1625436459,14715.25,2021-07-04 18:07:39
539,1625436459,14715.25,2021-07-04 18:07:39
540,1625436459,14715.25,2021-07-04 18:07:39
541,1625436459,14715.25,2021-07-04 18:07:39
542,1625436459,14715.75,2021-07-04 18:07:39
543,1625436459,14715.25,2021-07-04 18:07:39
544,1625436460,14715.25,2021-07-04 18:07:40
545,1625436467,14715.25,2021-07-04 18:07:47
546,1625436467,14715.25,2021-07-04 18:07:47
547,1625436467,14715.25,2021-07-04 18:07:47
548,1625436471,14714.75,2021-07-04 18:07:51
549,1625436471,14715.25,2021-07-04 18:07:51
550,1625436472,14715.25,2021-07-04 18:07:52
551,1625436475,14715.5,2021-07-04 18:07:55
552,1625436475,14715.5,2021-07-04 18:07:55
553,1625436475,14715.5,2021-07-04 18:07:55
554,1625436475,14715.25,2021-07-04 18:07:55
555,1625436480,14714.75,2021-07-04 18:08:00
556,1625436486,14714.5,2021-07-04 18:08:06
557,1625436486,14714.5,2021-07-04 18:08:06
558,1625436489,14714.0,2021-07-04 18:08:09
559,1625436490,14714.25,2021-07-04 18:08:10
